model_family,tau,nonlinear_layers,hidden_dim,alpha,lambda,validation_loss,family,initial_fitted_variance,architecture_lambda_zero_fitted_variance,max_lambda_zero_fitted_variance,achieved_r,valid_complexity_reference
linear_activation,0.05,0,0,1.0,6.69493964544323,0.1204180525212731,linear_activation,0.3229413330554962,0.7189088463783264,0.7189088463783264,0.44921040363098835,True
linear_activation,0.05,1,2,1.0,4.054431795277528,0.1205102888786033,linear_activation,0.34357425570487976,0.5914097428321838,0.7189088463783264,0.47791073574308685,True
linear_activation,0.05,1,8,1.0,4.054431795277528,0.1207383672505067,linear_activation,0.32501471042633057,0.586049497127533,0.7189088463783264,0.45209446519356267,True
linear_activation,0.05,0,0,1.0,2.714417616594908,0.1210612527730629,linear_activation,0.5082224607467651,0.7189088463783264,0.7189088463783264,0.7069358838843842,True
linear_activation,0.05,0,0,1.0,3.667470807015676,0.1218577941468656,linear_activation,0.6895372271537781,0.7189088463783264,0.7189088463783264,0.9591441677585206,True
linear_activation,0.05,0,0,1.0,4.482221685612751,0.1222627534942125,linear_activation,0.34514063596725464,0.7189088463783264,0.7189088463783264,0.48008956588304946,True
linear_activation,0.05,1,4,1.0,3.667470807015676,0.1223877049001723,linear_activation,0.32138437032699585,0.6089769005775452,0.7189088463783264,0.4470446732517561,True
linear_activation,0.05,0,0,1.0,1.643841718255735,0.12299401089127,linear_activation,0.5387717485427856,0.7189088463783264,0.7189088463783264,0.7494298494961857,True
linear_activation,0.05,0,0,1.0,3.000820366267417,0.1232644372828258,linear_activation,0.4774238169193268,0.7189088463783264,0.7189088463783264,0.6640950647978007,True
linear_activation,0.05,0,0,1.0,3.317441949813717,0.1238253667514732,linear_activation,0.41968825459480286,0.7189088463783264,0.7189088463783264,0.5837850747129929,True
linear_activation,0.05,0,0,1.0,2.455349570439492,0.123856617493008,linear_activation,0.5724838376045227,0.7189088463783264,0.7189088463783264,0.7963232619664449,True
linear_activation,0.05,0,0,1.0,4.054431795277528,0.1244827747520054,linear_activation,0.4917471408843994,0.7189088463783264,0.7189088463783264,0.6840187644952376,True
linear_activation,0.05,0,0,1.0,7.4013339421880975,0.1246135150265953,linear_activation,0.35417628288269043,0.7189088463783264,0.7189088463783264,0.4926581230248276,True
linear_activation,0.05,0,0,1.0,0.6664844128899691,0.1249768597878526,linear_activation,0.6316561698913574,0.7189088463783264,0.7189088463783264,0.8786317946614164,True
linear_activation,0.05,1,2,1.0,3.667470807015676,0.1252644993625749,linear_activation,0.34299010038375854,0.5914097428321838,0.7189088463783264,0.4770981774833519,True
